GexfID	Title	IMDB_id	ReleaseDate	Slug	WeightedDegree	Modularity	PathLength	Diameter	ClusteringCoefficient	ConnectedComponents	Density	Edges	Characters
529	Man on Fire	tt0328107	2004	Man-on-Fire	6,789	0,416	2,171	4,000	0,595	2,000	0,107	162	37
530	Man on the Moon	tt0125664	1999	Man-on-the-Moon	7,243	0,415	2,164	4,000	0,662	5,000	0,070	309	72
531	Knight and Day	tt1013743	2010	Knight-and-Day	8,800	0,314	1,924	3,000	0,731	2,000	0,182	174	30
532	The Man Who Knew Too Much	tt0049470	1956	The-Man-Who-Knew-Too-Much	10,000	0,294	2,078	5,000	0,653	5,000	0,105	322	43
533	The Man Who Wasn't There	tt0243133	2001	The-Man-Who-Wasn't-There	7,897	0,338	1,920	3,000	0,772	1,000	0,147	165	36
534	The Manchurian Candidate	tt0056218	1962	The-Manchurian-Candidate	8,136	0,376	1,999	4,000	0,688	5,000	0,138	202	42
535	Manhunter	tt0091474	1986	Manhunter	5,560	0,417	2,685	6,000	0,651	4,000	0,082	175	49
536	Margot at the Wedding	tt0757361	2007	Margot-at-the-Wedding	20,000	0,087	1,525	2,000	0,827	1,000	0,475	221	15
537	Desperado	tt0112851	1995	Desperado	4,769	0,239	1,879	3,000	0,355	2,000	0,256	38	13
538	Marley & Me	tt0822832	2008	Marley-&-Me	9,484	0,229	1,887	3,000	0,752	2,000	0,144	186	26
539	Marty	tt0048356	1955	Marty	8,077	0,411	2,120	4,000	0,674	1,000	0,182	132	25
541	The Mask	tt0110475	1994	The-Mask	8,988	0,406	2,177	4,000	0,698	5,000	0,091	282	55
542	The Matrix Reloaded	tt0234215	2003	The-Matrix-Reloaded	9,871	0,417	2,420	6,000	0,558	4,000	0,176	183	30
543	The Matrix	tt0133093	1999	The-Matrix	9,833	0,268	2,070	5,000	0,606	4,000	0,162	209	33
544	Max Payne	tt0467197	2008	Max-Payne	11,420	0,348	1,915	4,000	0,793	5,000	0,144	235	47
545	Meet Joe Black	tt0119643	1998	Meet-Joe-Black	13,652	0,167	1,827	3,000	0,685	2,000	0,269	220	23
547	Megamind	tt1001526	2010	Megamind	7,667	0,324	2,123	3,000	0,697	2,000	0,152	167	35
548	Memento	tt0209144	2000	Memento	6,267	0,204	1,800	2,000	0,498	1,000	0,200	71	14
549	Men in Black	tt0119654	1997	Men-in-Black	7,576	0,306	2,171	4,000	0,614	2,000	0,142	155	32
550	The Men Who Stare at Goats	tt1234548	2009	The-Men-Who-Stare-at-Goats	5,760	0,420	2,356	6,000	0,623	4,000	0,079	147	41
551	Subway	tt0090095	1985	Subway	6,276	0,407	2,390	6,000	0,587	4,000	0,068	186	44
552	Miami Vice	tt0430357	2006	Miami-Vice	8,938	0,300	2,034	4,000	0,680	5,000	0,165	182	29
553	Midnight Cowboy	tt0064665	1969	Midnight-Cowboy	4,588	0,345	1,873	2,000	0,507	6,000	0,086	98	34
555	Mighty Morphin Power Rangers: The Movie	tt0113820	1995	Mighty-Morphin-Power-Rangers:-The-Movie	24,513	0,228	1,862	3,000	0,777	2,000	0,278	643	36
556	Milk	tt1013753	2008	Milk	10,409	0,301	1,957	4,000	0,630	2,000	0,143	288	43
558	Mimic	tt0119675	1997	Mimic	8,071	0,352	1,985	4,000	0,797	3,000	0,153	147	28
559	Mini's First Time	tt0425253	2006	Mini's-First-Time	9,136	0,328	2,081	3,000	0,723	1,000	0,135	142	35
560	Minority Report	tt0181689	2002	Minority-Report	5,968	0,497	2,320	4,000	0,665	11,000	0,078	141	46
562	Mirrors	tt0790686	2008	Mirrors	6,000	0,375	1,978	3,000	0,660	1,000	0,138	97	26
564	Mission: Impossible	tt0117060	1996	Mission:-Impossible	8,867	0,323	1,937	4,000	0,747	3,000	0,198	162	29
565	Mission: Impossible II	tt0120755	2000	Mission:-Impossible-II	21,391	0,141	1,571	3,000	0,793	2,000	0,415	334	22
566	Mission to Mars	tt0183523	2000	Mission-to-Mars	19,300	0,257	1,901	4,000	0,833	1,000	0,241	375	25
567	Monkeybone	tt0166276	2001	Monkeybone	7,119	0,471	2,418	5,000	0,703	3,000	0,092	239	56
569	Moon	tt1182345	2009	Moon	8,462	0,166	1,667	3,000	0,587	2,000	0,346	70	12
570	Moonstruck	tt0093565	1987	Moonstruck	7,644	0,349	2,023	4,000	0,635	4,000	0,144	184	44
571	Mr. Blandings Builds His Dream House	tt0040613	1948	Mr.-Blandings-Builds-His-Dream-House	17,568	0,227	1,853	3,000	0,826	1,000	0,236	318	29
572	Mr. Brooks	tt0780571	2007	Mr.-Brooks	7,263	0,437	2,229	4,000	0,637	1,000	0,115	173	36
573	Mr. Deeds Goes to Town	tt0027996	1936	Mr.-Deeds-Goes-to-Town	12,941	0,363	1,981	4,000	0,851	3,000	0,160	446	61
575	Her Majesty, Mrs. Brown	tt0119280	1997	Her-Majesty,-Mrs.-Brown	7,040	0,374	2,181	4,000	0,560	2,000	0,157	114	23
577	Mulholland Dr.	tt0166924	2001	Mulholland-Dr.	7,107	0,429	2,212	5,000	0,720	5,000	0,108	211	55
578	Mumford	tt0140397	1999	Mumford	7,172	0,380	1,792	2,000	0,757	3,000	0,155	131	28
579	The Mummy	tt0120616	1999	The-Mummy	13,143	0,277	1,787	3,000	0,775	2,000	0,235	248	22
580	Music of the Heart	tt0166943	1999	Music-of-the-Heart	10,721	0,374	2,012	4,000	0,670	3,000	0,114	374	58
581	My Best Friend's Wedding	tt0119738	1997	My-Best-Friend's-Wedding	9,040	0,264	1,750	2,000	0,816	1,000	0,250	135	24
582	My Girl	tt0102492	1991	My-Girl	11,471	0,287	1,894	3,000	0,691	2,000	0,193	229	33
583	My Mother Dreams the Satan's Disciples in New York	tt0177023	1998	My-Mother-Dreams-the-Satan's-Disciples-in-New-York	6,300	0,288	1,719	3,000	0,669	3,000	0,263	47	15
584	Mystery Men	tt0132347	1999	Mystery-Men	18,250	0,294	1,962	4,000	0,731	3,000	0,205	623	54
586	Nashville	tt0073440	1975	Nashville	9,073	0,359	2,348	5,000	0,587	1,000	0,163	205	40
587	Natural Born Killers	tt0110632	1994	Natural-Born-Killers	8,154	0,513	2,275	4,000	0,699	3,000	0,111	249	52
591	Newsies	tt0104990	1992	Newsies	26,000	0,279	1,846	4,000	0,797	2,000	0,230	693	47
592	Next	tt0435705	2007	Next	11,810	0,289	1,902	3,000	0,778	2,000	0,174	184	23
593	Next Friday	tt0195945	2000	Next-Friday	17,913	0,173	1,688	3,000	0,769	1,000	0,379	270	21
594	The Next Three Days	tt1458175	2010	The-Next-Three-Days	6,364	0,417	2,186	5,000	0,523	2,000	0,092	176	42
595	Nick of Time	tt0113972	1995	Nick-of-Time	9,371	0,292	2,107	4,000	0,636	2,000	0,168	175	30
599	A Nightmare on Elm Street	tt0087800	1984	A-Nightmare-on-Elm-Street	7,500	0,398	2,249	4,000	0,664	2,000	0,147	142	31
600	Freddy's Dead: The Final Nightmare	tt0101917	1991	Freddy's-Dead:-The-Final-Nightmare	10,389	0,326	2,032	3,000	0,823	1,000	0,165	230	34
601	The Nines	tt0810988	2007	The-Nines	7,217	0,297	1,984	4,000	0,644	1,000	0,209	98	21
602	Ninja Assassin	tt1186367	2009	Ninja-Assassin	5,379	0,408	2,089	3,000	0,456	4,000	0,108	100	29
603	Ninotchka	tt0031725	1939	Ninotchka	12,162	0,333	2,062	3,000	0,724	3,000	0,180	245	32
605	Notting Hill	tt0125439	1999	Notting-Hill	12,167	0,305	1,840	3,000	0,824	1,000	0,178	295	34
606	Nurse Betty	tt0171580	2000	Nurse-Betty	9,600	0,386	2,179	4,000	0,666	2,000	0,119	307	50
607	O Brother, Where Art Thou?	tt0190590	2000	O-Brother,-Where-Art-Thou?	11,617	0,308	1,888	3,000	0,775	2,000	0,163	317	46
608	Observe and Report	tt1197628	2009	Observe-and-Report	6,813	0,293	1,933	3,000	0,635	2,000	0,141	141	32
609	Wicker Park	tt0324554	2004	Wicker-Park	16,357	0,202	1,769	3,000	0,751	2,000	0,262	130	20
610	Ocean's Eleven	tt0240772	2001	Ocean's-Eleven	9,481	0,333	2,298	5,000	0,632	5,000	0,101	337	52
611	Ocean's Twelve	tt0349903	2004	Ocean's-Twelve	16,870	0,265	2,250	4,000	0,591	5,000	0,142	557	46
615	One Flew Over the Cuckoo's Nest	tt0073486	1975	One-Flew-Over-the-Cuckoo's-Nest	26,389	0,205	1,680	3,000	0,852	2,000	0,300	603	34
616	Ordinary People	tt0081283	1980	Ordinary-People	7,532	0,475	2,177	3,000	0,737	3,000	0,114	216	47
618	Orphan	tt1148204	2009	Orphan	13,143	0,225	1,981	4,000	0,631	8,000	0,130	312	34
619	The Other Boleyn Girl	tt0467200	2008	The-Other-Boleyn-Girl	12,343	0,254	1,896	3,000	0,848	1,000	0,183	275	33
620	Out of Sight	tt0120780	1998	Out-of-Sight	11,150	0,285	1,846	3,000	0,784	3,000	0,177	283	39
621	The Pacifier	tt0395699	2005	The-Pacifier	12,612	0,237	1,896	3,000	0,725	4,000	0,162	264	40
622	Panic Room	tt0258000	2002	Panic-Room	13,333	0,173	1,545	2,000	0,673	2,000	0,379	108	12
623	The Patriot	tt0187393	2000	The-Patriot	10,588	0,452	2,090	3,000	0,808	1,000	0,143	331	50
624	Pearl Harbor	tt0213149	2001	Pearl-Harbor	4,675	0,499	3,107	8,000	0,341	18,000	0,038	253	78
625	Peeping Tom	tt0054167	1960	Peeping-Tom	8,537	0,290	2,055	4,000	0,575	7,000	0,141	194	37
628	A Perfect World	tt0107808	1993	A-Perfect-World	8,557	0,472	2,404	5,000	0,623	8,000	0,078	327	60
629	Pet Sematary	tt0098084	1989	Pet-Sematary	7,462	0,332	2,032	3,000	0,546	7,000	0,132	143	26
630	Pet Sematary II	tt0105128	1992	Pet-Sematary-II	7,875	0,387	1,985	3,000	0,677	2,000	0,159	160	32
631	Petulia	tt0063426	1968	Petulia	8,977	0,324	1,859	3,000	0,784	2,000	0,152	153	29
632	Philadelphia	tt0107818	1993	Philadelphia	10,955	0,415	2,087	3,000	0,824	2,000	0,121	426	66
633	Phone Booth	tt0183649	2002	Phone-Booth	7,333	0,207	1,779	3,000	0,656	2,000	0,261	80	18
634	Pi	tt0138704	1998	Pi	5,750	0,203	1,752	2,000	0,519	2,000	0,217	57	16
635	The Pianist	tt0253474	2002	The-Pianist	7,240	0,359	2,070	4,000	0,542	8,000	0,087	222	48
636	The Piano	tt0107822	1993	The-Piano	8,552	0,336	1,921	3,000	0,744	3,000	0,187	140	27
637	Pineapple Express	tt0910936	2008	Pineapple-Express	8,486	0,427	1,966	3,000	0,732	2,000	0,132	189	35
638	Pirates of the Caribbean: The Curse of the Black Pearl	tt0325980	2003	Pirates-of-the-Caribbean:-The-Curse-of-the-Black-Pearl	11,600	0,271	1,815	3,000	0,668	3,000	0,216	242	29
640	Pitch Black	tt0134847	2000	Pitch-Black	30,857	0,093	1,462	3,000	0,810	2,000	0,484	319	12
641	Planet of the Apes	tt0063442	1968	Planet-of-the-Apes	12,286	0,259	1,738	3,000	0,741	2,000	0,271	166	21
642	Platinum Blonde	tt0022268	1931	Platinum-Blonde	10,727	0,310	1,931	4,000	0,792	2,000	0,218	178	26
643	Platoon	tt0091763	1986	Platoon	13,442	0,163	1,950	4,000	0,622	4,000	0,219	356	41
644	Pleasantville	tt0120789	1998	Pleasantville	10,458	0,311	2,025	4,000	0,732	4,000	0,148	298	46
645	Point Break	tt0102685	1991	Point-Break	9,806	0,286	1,852	3,000	0,778	1,000	0,170	210	31
647	Il Postino: The Postman	tt0110877	1994	Il-Postino:-The-Postman	10,308	0,383	1,892	3,000	0,669	4,000	0,147	314	52
648	The Power of One	tt0105159	1992	The-Power-of-One	7,309	0,371	1,981	3,000	0,643	7,000	0,092	222	51
649	Precious	tt0929632	2009	Precious	8,444	0,385	1,946	4,000	0,672	1,000	0,151	166	35
650	Predator	tt0093773	1987	Predator	9,714	0,159	1,846	3,000	0,531	2,000	0,319	99	14
651	Pretty Woman	tt0100405	1990	Pretty-Woman	6,757	0,325	2,162	4,000	0,492	2,000	0,104	168	37
652	The Princess Bride	tt0093779	1987	The-Princess-Bride	13,429	0,179	1,838	3,000	0,691	1,000	0,305	184	20
653	The Private Life of Sherlock Holmes	tt0066249	1970	The-Private-Life-of-Sherlock-Holmes	10,750	0,195	1,732	2,000	0,756	3,000	0,225	162	24
655	The Jack Benny Program	tt0042116	1950	The-Jack-Benny-Program	10,667	0,331	2,099	4,000	0,717	2,000	0,123	325	55
656	The Prophecy	tt0114194	1995	The-Prophecy	8,615	0,319	2,020	4,000	0,661	2,000	0,135	203	43
657	The Proposal	tt1041829	2009	The-Proposal	11,118	0,228	1,867	3,000	0,671	2,000	0,176	221	28
658	Psycho	tt0054215	1960	Psycho	7,182	0,393	2,157	3,000	0,776	2,000	0,212	93	22
659	Public Enemies	tt1152836	2009	Public-Enemies	6,929	0,453	2,363	5,000	0,621	9,000	0,052	360	97
660	Pulp Fiction	tt0110912	1994	Pulp-Fiction	7,488	0,439	2,345	5,000	0,761	2,000	0,126	171	39
661	Punch-Drunk Love	tt0272338	2002	Punch-Drunk-Love	7,611	0,367	2,030	4,000	0,652	2,000	0,157	151	35
662	Purple Rain	tt0087957	1984	Purple-Rain	8,118	0,311	1,998	3,000	0,673	5,000	0,159	155	29
664	Queen of the Damned	tt0238546	2002	Queen-of-the-Damned	7,190	0,465	2,143	4,000	0,705	3,000	0,122	177	41
665	The Queen	tt0436697	2006	The-Queen	9,478	0,366	2,150	4,000	0,612	4,000	0,130	247	42
666	Rachel Getting Married	tt1084950	2008	Rachel-Getting-Married	12,769	0,163	1,743	3,000	0,671	3,000	0,249	192	22
667	Raging Bull	tt0081398	1980	Raging-Bull	6,895	0,276	1,990	4,000	0,703	3,000	0,132	157	37
668	Raising Arizona	tt0093822	1987	Raising-Arizona	5,588	0,501	2,409	4,000	0,496	6,000	0,105	122	34
669	Rambling Rose	tt0102753	1991	Rambling-Rose	16,737	0,246	2,123	4,000	0,665	1,000	0,251	224	19
670	Rambo: First Blood Part II	tt0089880	1985	Rambo:-First-Blood-Part-II	8,143	0,296	2,158	4,000	0,615	6,000	0,146	158	28
671	The Reader	tt0976051	2008	The-Reader	6,267	0,371	2,192	4,000	0,570	2,000	0,126	120	30
672	Real Genius	tt0089886	1985	Real-Genius	11,051	0,368	2,188	5,000	0,717	3,000	0,132	333	49
673	Rear Window	tt0047396	1954	Rear-Window	8,632	0,374	1,942	4,000	0,420	6,000	0,117	132	15
675	Red Planet	tt0199753	2000	Red-Planet	14,000	0,262	1,853	3,000	0,687	2,000	0,257	206	17
677	The Relic	tt0120004	1997	The-Relic	7,610	0,327	2,260	5,000	0,517	5,000	0,122	197	40
678	Remember Me	tt1403981	2010	Remember-Me	9,400	0,300	1,778	2,000	0,712	2,000	0,193	172	25
679	The Replacements	tt0191397	2000	The-Replacements	11,509	0,329	2,157	4,000	0,701	4,000	0,147	379	56
682	Reservoir Dogs	tt0105236	1992	Reservoir-Dogs	10,000	0,226	1,783	4,000	0,711	3,000	0,280	145	23
683	Resident Evil	tt0120804	2002	Resident-Evil	16,545	0,342	1,831	4,000	0,710	5,000	0,180	375	29
685	Revolutionary Road	tt0959337	2008	Revolutionary-Road	10,000	0,299	1,915	4,000	0,666	2,000	0,199	126	19
686	Ring	tt0178868	1998	Ring	6,200	0,410	2,113	4,000	0,639	2,000	0,159	112	29
687	RKO 281	tt0120801	1999	RKO-281	8,146	0,452	2,194	4,000	0,767	1,000	0,154	181	39
688	The Road	tt0898367	2009	The-Road	11,857	0,151	1,705	2,000	0,680	2,000	0,253	108	12
689	Robin Hood: Prince of Thieves	tt0102798	1991	Robin-Hood:-Prince-of-Thieves	13,956	0,257	1,909	3,000	0,713	4,000	0,188	381	42
691	The Rock	tt0117500	1996	The-Rock	8,051	0,426	2,215	4,000	0,626	3,000	0,124	203	37
692	RocknRolla	tt1032755	2008	RocknRolla	15,429	0,313	1,814	2,000	0,736	2,000	0,168	430	42
693	Rocky	tt0075148	1976	Rocky	8,816	0,361	1,896	4,000	0,735	4,000	0,145	244	48
694	The Rocky Horror Picture Show	tt0073629	1975	The-Rocky-Horror-Picture-Show	16,727	0,183	1,788	3,000	0,780	1,000	0,342	180	16
695	Romeo  Juliet	tt0117509	1996	Romeo--Juliet	7,689	0,338	2,194	5,000	0,630	5,000	0,121	174	28
696	Ronin	tt0122690	1998	Ronin	11,304	0,194	1,760	3,000	0,599	5,000	0,194	182	23
697	Gunsmoke	tt0045847	1953	Gunsmoke	25,462	0,154	1,570	3,000	0,765	2,000	0,409	198	22
698	The Ruins	tt0963794	2008	The-Ruins	24,400	0,097	1,667	3,000	0,708	2,000	0,384	220	9
699	Runaway Bride	tt0163187	1999	Runaway-Bride	10,424	0,291	1,884	3,000	0,778	2,000	0,188	214	33
700	Rush Hour	tt0120812	1998	Rush-Hour	10,591	0,431	2,449	5,000	0,594	5,000	0,115	290	43
701	Rush Hour 2	tt0266915	2001	Rush-Hour-2	7,538	0,231	1,815	2,000	0,658	3,000	0,157	124	24
703	Donnie Darko	tt0246578	2001	Donnie-Darko	7,767	0,351	2,145	4,000	0,589	5,000	0,117	174	35
704	The Saint	tt0120053	1997	The-Saint	4,776	0,515	2,291	4,000	0,625	8,000	0,057	176	63
705	The Salton Sea	tt0235737	2002	The-Salton-Sea	7,586	0,378	2,039	4,000	0,685	1,000	0,140	139	28
706	The Sandlot	tt0108037	1993	The-Sandlot	35,692	0,174	1,822	3,000	0,800	1,000	0,310	856	26
707	Save the Last Dance	tt0206275	2001	Save-the-Last-Dance	9,824	0,220	1,987	3,000	0,752	2,000	0,166	225	33
708	Saving Private Ryan	tt0120815	1998	Saving-Private-Ryan	21,429	0,183	1,597	3,000	0,775	2,000	0,382	310	20
710	Scarface	tt0086250	1983	Scarface	11,283	0,321	1,902	3,000	0,712	4,000	0,117	344	49
712	Schindler's List	tt0108052	1993	Schindler's-List	4,037	0,411	2,172	4,000	0,399	6,000	0,056	129	52
713	Scream	tt0117571	1996	Scream	10,643	0,300	2,348	5,000	0,709	3,000	0,183	204	28
714	Scream 2	tt0120082	1997	Scream-2	12,783	0,341	2,482	6,000	0,779	2,000	0,196	336	42
715	Scream 3	tt0134084	2000	Scream-3	11,548	0,229	1,853	4,000	0,765	2,000	0,267	218	30
716	Se7en	tt0114369	1995	Se7en	6,120	0,344	2,181	4,000	0,637	2,000	0,082	194	50
717	The Searchers	tt0049730	1956	The-Searchers	15,488	0,290	1,977	3,000	0,664	4,000	0,168	406	34
718	Semi-Pro	tt0839980	2008	Semi-Pro	15,600	0,226	1,906	3,000	0,737	3,000	0,166	526	52
719	Sense and Sensibility	tt0114388	1995	Sense-and-Sensibility	24,800	0,126	1,613	3,000	0,818	1,000	0,427	419	25
720	Serenity	tt0379786	2005	Serenity	17,810	0,278	2,046	4,000	0,644	3,000	0,185	429	32
721	Serial Mom	tt0111127	1994	Serial-Mom	9,673	0,278	2,039	3,000	0,675	7,000	0,116	324	54
723	Sex and the City	tt0159206	1998	Sex-and-the-City	12,458	0,265	2,067	3,000	0,643	2,000	0,107	401	46
724	Sex, Lies, and Videotape	tt0098724	1989	Sex,-Lies,-and-Videotape	11,600	0,093	1,511	3,000	0,687	1,000	0,556	86	10
725	Sexual Life	tt0376874	2005	Sexual-Life	6,200	0,477	2,628	5,000	0,557	2,000	0,136	95	27
727	Shakespeare in Love	tt0138097	1998	Shakespeare-in-Love	13,320	0,251	2,061	4,000	0,665	3,000	0,180	406	47
728	Shallow Grave	tt0111149	1994	Shallow-Grave	7,364	0,195	1,956	3,000	0,401	6,000	0,130	101	20
729	Shampoo	tt0073692	1975	Shampoo	13,511	0,243	1,833	3,000	0,824	2,000	0,211	360	44
730	The Shawshank Redemption	tt0111161	1994	The-Shawshank-Redemption	11,767	0,253	1,910	3,000	0,695	6,000	0,158	324	40
731	She's Out of My League	tt0815236	2010	She's-Out-of-My-League	10,500	0,330	2,027	3,000	0,808	3,000	0,114	357	58
732	Sherlock Holmes	tt0988045	2009	Sherlock-Holmes	6,722	0,302	2,221	5,000	0,561	3,000	0,111	158	36
733	The Shining	tt0081505	1980	The-Shining	7,769	0,354	2,033	3,000	0,577	4,000	0,154	132	26
734	The Shipping News	tt0120824	2001	The-Shipping-News	8,533	0,364	1,894	3,000	0,718	1,000	0,156	156	28
735	They Came from Within	tt0073705	1975	They-Came-from-Within	4,190	0,340	1,959	4,000	0,452	4,000	0,152	52	21
737	Sideways	tt0375063	2004	Sideways	9,306	0,295	1,941	3,000	0,656	7,000	0,111	188	29
738	The Siege	tt0133952	1998	The-Siege	8,421	0,462	2,167	4,000	0,646	8,000	0,091	289	52
739	Signs	tt0286106	2002	Signs	10,636	0,307	1,974	3,000	0,741	1,000	0,234	154	21
740	The Silence of the Lambs	tt0102926	1991	The-Silence-of-the-Lambs	6,491	0,436	2,464	5,000	0,608	3,000	0,086	150	36
741	Silver Bullet	tt0090021	1985	Silver-Bullet	5,647	0,462	2,532	5,000	0,405	6,000	0,096	128	33
742	S1m0ne	tt0258153	2002	S1m0ne	7,170	0,387	1,958	3,000	0,612	5,000	0,085	227	50
743	Sister Act	tt0105417	1992	Sister-Act	14,593	0,330	1,988	3,000	0,757	3,000	0,152	378	41
744	The Sixth Sense	tt0167404	1999	The-Sixth-Sense	4,138	0,480	2,437	5,000	0,479	4,000	0,106	70	28
745	Sleepless in Seattle	tt0108160	1993	Sleepless-in-Seattle	8,556	0,391	2,136	3,000	0,682	2,000	0,108	278	54
746	Sleepy Hollow	tt0162661	1999	Sleepy-Hollow	10,323	0,332	2,308	4,000	0,684	2,000	0,181	215	30
747	Sling Blade	tt0117666	1996	Sling-Blade	10,129	0,367	2,510	7,000	0,664	1,000	0,178	186	31
748	Slither	tt0439815	2006	Slither	10,167	0,276	2,157	4,000	0,552	3,000	0,157	229	32
749	Slumdog Millionaire	tt1010048	2008	Slumdog-Millionaire	8,321	0,423	2,132	5,000	0,742	4,000	0,091	227	42
750	Smokin' Aces	tt0475394	2006	Smokin'-Aces	9,059	0,425	2,262	4,000	0,656	3,000	0,141	253	47
751	Snatch	tt0208092	2000	Snatch.	12,537	0,359	2,061	4,000	0,658	2,000	0,193	290	37
753	Snow Falling on Cedars	tt0120834	1999	Snow-Falling-on-Cedars	6,718	0,381	2,514	5,000	0,573	1,000	0,117	153	39
754	So I Married an Axe Murderer	tt0108174	1993	So-I-Married-an-Axe-Murderer	8,175	0,404	1,955	3,000	0,788	4,000	0,101	204	44
755	Solaris	tt0307479	2002	Solaris	17,200	0,000	1,000	1,000	1,000	1,000	1,000	72	5
756	Soldier	tt0120157	1998	Soldier	9,200	0,385	2,217	5,000	0,578	3,000	0,193	164	28
757	Someone to Watch Over Me	tt0094008	1987	Someone-to-Watch-Over-Me	8,286	0,291	1,967	4,000	0,597	3,000	0,161	150	28
758	Something's Gotta Give	tt0337741	2003	Something's-Gotta-Give	16,267	0,209	1,729	3,000	0,821	1,000	0,313	292	28
760	Spanglish	tt0371246	2004	Spanglish	12,640	0,381	2,007	3,000	0,744	2,000	0,237	218	25
761	Spare Me	tt0108200	1994	Spare-Me	9,333	0,244	1,914	4,000	0,703	3,000	0,189	187	29
762	Meet the Spartans	tt1073498	2008	Meet-the-Spartans	7,250	0,374	1,948	3,000	0,694	3,000	0,100	227	55
764	Speed Racer	tt0811080	2008	Speed-Racer	11,823	0,378	2,361	5,000	0,697	4,000	0,089	506	64
765	Sphere	tt0120184	1998	Sphere	25,125	0,095	1,676	3,000	0,611	2,000	0,317	299	16
766	Spider-Man	tt0145487	2002	Spider-Man	10,585	0,399	2,519	6,000	0,558	4,000	0,139	291	40
767	Star Trek	tt0060028	1966	Star-Trek	9,013	0,435	2,725	6,000	0,551	13,000	0,067	407	70
768	Star Trek II: The Wrath of Khan	tt0084726	1982	Star-Trek-II:-The-Wrath-of-Khan	22,963	0,182	1,793	3,000	0,709	3,000	0,305	444	24
769	Star Trek: First Contact	tt0117731	1996	Star-Trek:-First-Contact	10,545	0,289	2,216	4,000	0,546	4,000	0,150	227	32
770	Star Trek: Generations	tt0111280	1994	Star-Trek:-Generations	12,140	0,451	2,123	4,000	0,707	3,000	0,179	290	37
771	Star Trek: Insurrection	tt0120844	1998	Star-Trek:-Insurrection	19,619	0,151	1,886	4,000	0,724	1,000	0,357	305	21
772	Star Trek: The Motion Picture	tt0079945	1979	Star-Trek:-The-Motion-Picture	18,867	0,232	1,799	3,000	0,717	2,000	0,241	388	29
773	Star Wars: Episode IV - A New Hope	tt0076759	1977	Star-Wars:-Episode-IV---A-New-Hope	9,319	0,359	2,240	4,000	0,598	5,000	0,116	277	47
774	Star Wars: Episode II - Attack of the Clones	tt0121765	2002	Star-Wars:-Episode-II---Attack-of-the-Clones	9,872	0,367	2,082	3,000	0,751	1,000	0,137	281	47
775	Star Wars: Episode VI - Return of the Jedi	tt0086190	1983	Star-Wars:-Episode-VI---Return-of-the-Jedi	8,541	0,375	2,229	4,000	0,486	5,000	0,128	205	37
777	Star Wars: Episode V - The Empire Strikes Back	tt0080684	1980	Star-Wars:-Episode-V---The-Empire-Strikes-Back	8,359	0,391	2,703	6,000	0,533	2,000	0,112	225	39
779	Starman	tt0088172	1984	Starman	7,625	0,504	2,345	4,000	0,664	5,000	0,095	199	41
780	Starship Troopers	tt0120201	1997	Starship-Troopers	14,808	0,262	1,949	4,000	0,727	4,000	0,141	490	49
781	State and Main	tt0120202	2000	State-and-Main	15,591	0,230	1,850	3,000	0,755	3,000	0,220	432	44
782	Station West	tt0040835	1948	Station-West	13,533	0,248	1,816	3,000	0,742	1,000	0,232	234	30
783	Stepmom	tt0120686	1998	Stepmom	10,870	0,330	2,095	3,000	0,752	1,000	0,178	173	21
784	The Sting	tt0070735	1973	The-Sting	9,488	0,300	2,242	5,000	0,639	4,000	0,133	249	43
785	Stir of Echoes	tt0164181	1999	Stir-of-Echoes	10,242	0,298	1,865	3,000	0,791	2,000	0,220	167	23
786	Storytelling	tt0250081	2001	Storytelling	8,000	0,500	1,936	4,000	0,582	2,000	0,175	158	32
787	Strange Days	tt0114558	1995	Strange-Days	7,950	0,412	2,082	4,000	0,760	2,000	0,135	180	35
788	Strangers on a Train	tt0044079	1951	Strangers-on-a-Train	10,115	0,395	2,014	5,000	0,808	2,000	0,160	243	47
790	Sugar	tt0990413	2008	Sugar	7,527	0,398	2,018	4,000	0,575	10,000	0,088	244	55
791	Sugar & Spice	tt0186589	2001	Sugar-&-Spice	9,787	0,362	2,104	4,000	0,702	4,000	0,121	297	46
792	Sunset Blvd.	tt0043014	1950	Sunset-Blvd.	6,100	0,391	2,175	4,000	0,674	6,000	0,096	115	26
793	Sunshine Cleaning	tt0862846	2008	Sunshine-Cleaning	7,806	0,407	2,195	4,000	0,623	2,000	0,127	166	30
794	Superbad	tt0829482	2007	Superbad	10,595	0,371	2,039	3,000	0,803	1,000	0,150	260	35
797	The Surfer King	tt0418206	2006	The-Surfer-King	8,581	0,286	2,277	4,000	0,429	1,000	0,135	183	29
798	Suspect Zero	tt0324127	2004	Suspect-Zero	4,485	0,342	1,974	4,000	0,385	7,000	0,095	89	31
799	The Sweet Hereafter	tt0120255	1997	The-Sweet-Hereafter	8,556	0,258	1,843	3,000	0,650	1,000	0,248	104	18
800	Sweet Smell of Success	tt0051036	1957	Sweet-Smell-of-Success	8,108	0,408	1,967	3,000	0,770	1,000	0,167	170	37
801	Swingers	tt0117802	1996	Swingers	12,231	0,238	1,696	3,000	0,750	4,000	0,240	190	23
802	Swordfish	tt0244244	2001	Swordfish	5,455	0,446	2,483	6,000	0,570	5,000	0,098	116	33
803	Synecdoche, New York	tt0383028	2008	Synecdoche,-New-York	10,857	0,426	2,016	4,000	0,634	10,000	0,079	235	49
